Year	BMAT_Section_1	BMAT_Section_2	Offer	BMAT_all	Score	College_ID
2017	5.2	5.1	FALSE	10.3	0.20937568044964514	9
2017	5.4	6	TRUE	11.4	0.7930418340808565	9
2017	5.4	6.7	FALSE	12.100000000000001	1.1644657500279916	5
2017	5.4	4.3	FALSE	9.7	-0.10898767607647097	19
2017	5.4	4.9	FALSE	10.3	0.20937568044964514	5
2017	6.3	6	TRUE	12.3	1.2705868688700297	5
2017	5.2	5.1	FALSE	10.3	0.20937568044964514	6
2017	6.1	5.7	TRUE	11.8	1.0052840717649336	6
2017	6.3	4.9	FALSE	11.2	0.6869207152388175	6
2017	5.2	5.3	FALSE	10.5	0.3154967992916832	6
2017	6.3	6.7	TRUE	13	1.642010784817164	6
2017	6.1	7.1	TRUE	13.2	1.748131903659202	6
2017	7.1	5.7	TRUE	12.8	1.5358896659751258	1
2017	4.7	5.3	FALSE	10	0.05019400218658709	1
2017	6.6	7.1	TRUE	13.7	2.0134347007642983	1
2017	9	5.5	TRUE	14.5	2.437919176132452	1
2017	6.1	5.3	TRUE	11.399999999999999	0.7930418340808555	1
2017	4.7	4.7	FALSE	9.4	-0.2681693543395281	1
2017	3.8	4.3	FALSE	8.1	-0.9579566268127784	2
2017	3.3	4.3	FALSE	7.6	-1.2232594239178745	2
2017	6.6	6	FALSE	12.6	1.4297685471330868	2
2017	4	3.7	FALSE	7.7	-1.170198864496855	3
2017	6.6	6.2	TRUE	12.8	1.5358896659751258	3
2017	4.9	6	FALSE	10.9	0.5277390369757603	3
2017	6.3	4.7	TRUE	11	0.5807995963967794	3
2017	5.2	6.2	FALSE	11.4	0.7930418340808565	3
2017	4.9	4.5	FALSE	9.4	-0.2681693543395281	3
2017	3.5	3.9	FALSE	7.4	-1.3293805427599126	5
2017	6.6	5.7	FALSE	12.3	1.2705868688700297	5
2017	3.8	4.9	FALSE	8.7	-0.6395932702866632	26
2017	5.2	6.5	FALSE	11.7	0.9522235123439136	26
2017	5.2	4.7	FALSE	9.9	-0.0028665572344319496	18
2017	4.9	4.7	TRUE	9.600000000000001	-0.16204823549748906	18
2017	5.9	4.9	FALSE	10.8	0.4746784775547413	21
2017	5.6	4.9	FALSE	10.5	0.3154967992916832	25
2017	6.1	5.7	TRUE	11.8	1.0052840717649336	25
2017	6.6	6.2	TRUE	12.8	1.5358896659751258	25
2017	6.9	4.5	FALSE	11.4	0.7930418340808565	25
2017	3.8	4.5	FALSE	8.3	-0.8518355079707394	25
2017	5.4	6.2	TRUE	11.600000000000001	0.8991629529228955	25
